Vehicle Type,Pickup City,Pickup State,Pickup ZIP,Delivery City,Delivery State,Delivery ZIP,Rate,Payment Method,Distance,Veh_qty,Vehicle Info,Vehicle Condition,Trailer Type,Pick-Up Date,Order ID,Additional Info,Company Name,Phone,Email,Rating,Pickup metro area,Delivery metro area,P_lat,P_lon,D_lat,D_lon,Time_first,Time_last
CAR,Maywood,NJ,7607,Miami,FL,33161,1100,COD/COP,1283,1,2017 lamborghini huracan,Runs,ENCLOSED,2023-02-18,11216064,Not specified,GP Auto Logistics,(512) 503-1654,info@gpautologistics.com,98.4,New York - Northern New Jersey - Long Island,Miami - Fort Lauderdale - Pompano Beach,40.902152,-74.06149,25.894301,-80.181814,02_06_2023_07_19,02_06_2023_12_37
CAR,Marlboro,NJ,7746,Seneca,SC,29672,800,COD/COP,740,1,1970 chevrolet chevelle,Runs,ENCLOSED,2023-02-03,1970 LSX 427 Chevelle,Not specified,No Reserve Classics,(848) 205-0664,john@noreserveclassics.com,0.0,New York - Northern New Jersey - Long Island,Not specified,40.313518,-74.257216,34.75486,-82.946642,02_06_2023_07_19,02_06_2023_09_36
CAR,Maple Shade,NJ,8052,Wake Forest,NC,27587,600,COD/COP,401,1,1983 porsche 911,Runs,ENCLOSED,2023-02-13,Not specified,Please text only  for Dispatch,Performance Car Travel LLC,(847) 220-4138,eliot@performancecartravel.com,100.0,Philadelphia - Camden - Wilmington,Raleigh - Cary,39.949884,-74.992983,35.981296,-78.550181,02_06_2023_07_19,02_06_2023_14_56
SUV,mahwah,NJ,7430,medina,WA,98039,2850,COD/COP,2853,1,2022 ford bronco,Runs,ENCLOSED,2023-02-06,253262-69884,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,New York - Northern New Jersey - Long Island,Seattle - Tacoma - Bellevue,41.077976,-74.176374,47.627636,-122.24317,02_06_2023_07_19,02_06_2023_08_54
CAR,Mahwah,NJ,7430,Houston,TX,77074,1200,TEN_BUSINESS_DAYS,1649,1,2020 mercedes-benz c300,Runs,ENCLOSED,2023-02-06,11280946,832-437-1934DEALER TO DEALER READY TO GO CALL ASAP,New World Auto Transport,(832) 437-2478,steve.wells50@yahoo.com,100.0,New York - Northern New Jersey - Long Island,Houston - Sugar Land - Baytown,41.077976,-74.176374,29.689799,-95.526602,02_06_2023_07_19,02_06_2023_08_19
SUV,Lodi,NJ,7644,Houston,TX,77074,1650,COD/COP,1647,1,2019 rolls royce cullinan,Runs,ENCLOSED,2023-02-06,Not specified,Not specified,Carz R US LLC,(979) 977-7007,carzrussales@gmail.com,100.0,New York - Northern New Jersey - Long Island,Houston - Sugar Land - Baytown,40.878301,-74.081916,29.689799,-95.526602,02_06_2023_07_19,02_06_2023_14_56
CAR,Kearny,NJ,7032,RICHARDSON,TX,75082,1400,TWO_BUSINESS_DAYS,1538,1,2018 toyota corolla,Runs,ENCLOSED,2023-02-16,R42452,Not specified,Bluestar Corporate Relocation Services,(818) 379-7356 x2,rmills@bluestarrelo.com,100.0,New York - Northern New Jersey - Long Island,Dallas - Fort Worth - Arlington,40.751805,-74.119776,32.99272,-96.664312,02_06_2023_07_19,02_06_2023_14_56
CAR,jersey city,NJ,7305,scottsdale,AZ,85254,1400,COD/COP,2452,1,2021 maserati ghibli,Runs,ENCLOSED,2023-02-03,1716958,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,New York - Northern New Jersey - Long Island,Phoenix - Mesa - Glendale,40.692524,-74.075359,33.619195,-111.951657,02_06_2023_07_19,02_06_2023_10_29
CAR,Howell,NJ,7731,Kalispell,MT,59901,2200,TWO_BUSINESS_DAYS,2494,1,1966 ford mustang,Runs,ENCLOSED,2023-02-06,4032-NJ-MT,Paig -704-402-5007 Tel/Txt ,"Sterling Productions, LP",(704) 402-5007,paige@splpautotransport.com,100.0,New York - Northern New Jersey - Long Island,Not specified,40.152174,-74.184991,48.192554,-114.31127,02_06_2023_07_19,02_06_2023_14_56
CAR,Williamstown,NJ,8094,Prairie Grove,AR,72753,1050,COD/COP,1288,1,1972 dodge dart,Runs,ENCLOSED,2023-02-06,UP20519 uship payment,Not specified,Tempus Logix,(818) 942-7020,dispatchtempuslogix@gmail.com,100.0,Philadelphia - Camden - Wilmington,Fayetteville - Springdale - Rogers,39.639721,-74.973074,35.909708,-94.310825,02_06_2023_07_19,02_06_2023_10_17
SUV,Manhasset,NY,11030,Salt Lake City,UT,84199,1900,TWO_BUSINESS_DAYS,2196,1,2014 toyota fj cruiser,Runs,ENCLOSED,2023-02-06,call     818-822-9498 or text,Not specified,Auction Connection,(818) 822-9498,mecautoinc@yahoo.com,99.7,New York - Northern New Jersey - Long Island,Salt Lake City,40.794202,-73.686623,40.7606,-111.8903,02_06_2023_07_19,02_06_2023_14_56
CAR,Williamstown,NJ,8094,Oklahoma City,OK,73129,1050,COD/COP,1413,1,1972 dodge dart,Runs,ENCLOSED,2023-02-06,UP20519 -B,Actual DEL-AR - Prairie Grove 72753 ,Tempus Logix,(818) 942-7020,dispatchtempuslogix@gmail.com,100.0,Philadelphia - Camden - Wilmington,Oklahoma City,39.639721,-74.973074,35.435224,-97.485889,02_06_2023_07_19,02_06_2023_10_14
CAR,albuquerque,NM,87111,plain city,OH,43064,1900,COD/COP,1447,1,1964 ford falcon sprint v8 convertible- enclosed,Runs,ENCLOSED,2023-02-09,243897 vip,to book email cole@acmecarshipping.com,Acme Auto Shipping,(469) 464-5725 x2,kevin@acmecarshipping.com,100.0,Albuquerque,Columbus,35.129602,-106.49471,40.110352,-83.283945,02_06_2023_07_19,02_06_2023_09_13
SUV,las vegas,NV,89107,lonetree,CO,80124,1000,COD/COP,764,1,2023 ford bronco,Runs,ENCLOSED,2023-02-08,1717870,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Las Vegas - Paradise,Denver - Aurora,36.170153,-115.208648,39.516974,-104.935784,02_06_2023_07_19,02_06_2023_10_29
SUV,las vegas,NV,89135,dallas,TX,75230,1200,IMMEDIATELY,1228,1,2020 mercedes-benz g-class,Runs,ENCLOSED,2023-02-05,35176131,Not specified,At Home Car Care LLC,(239) 537-4140,eddie@carcaremanagement.com,100.0,Las Vegas - Paradise,Dallas - Fort Worth - Arlington,36.12114,-115.350771,32.902156,-96.794543,02_06_2023_07_19,02_06_2023_10_04
CAR,las vegas,NV,89118,corpus christi,TX,78418,1150,COD/COP,1438,1,2019 utv can-am maverick,Runs,ENCLOSED,2023-02-03,30038,have contract full pmt 702-342-1058,American Auto Shipping,(702) 342-1058,dispatch@americanautoshipping.com,100.0,Las Vegas - Paradise,Corpus Christi,36.0784,-115.21193,27.643602,-97.248616,02_06_2023_07_19,02_06_2023_14_56
SUV,las vegas,NV,89131,leonardtown,MD,20650,1500,COD/COP,2485,1,1970 international scout,Runs,ENCLOSED,2023-02-05,146517,Not specified,SGT Auto Transport,(864) 546-5038,sgtautotransport@gmail.com,99.9,Las Vegas - Paradise,California - Lexington Park,36.305996,-115.246109,38.263075,-76.632899,02_06_2023_07_19,02_06_2023_10_14
SUV,Las Vegas,NV,89118,Boulder,CO,80305,800,FIFTEEN_BUSINESS_DAYS,766,1,2023 land rover defender 110,Runs,ENCLOSED,2023-02-11,9345-CR,Not specified,Executive Auto Transport LLC,(774) 304-1197,executive.autotrans@gmail.com,99.9,Las Vegas - Paradise,Boulder,36.0784,-115.21193,39.975573,-105.25358,02_06_2023_07_19,02_06_2023_14_56
CAR,Las Vegas,NV,89199,Boston,MA,02205,2200,COD/COP,2729,1,1922 ford hot rod bucket t,Runs,ENCLOSED,2023-02-03,"004756 actually Chloride, AZ to Naples,ME",call 818-431-8173 or txt 323-9208877,AMPM Auto Transport,(818) 956-5666,info@ampmautotransport.com,100.0,Las Vegas - Paradise,Boston - Cambridge - Quincy,36.1743,-115.1391,42.3512,-71.0536,02_06_2023_07_19,02_06_2023_09_16
CAR,Henderson,NV,89014,Holden,MA,01520,1150,COD/COP,2697,1,2016 jaguar f-type,Runs,ENCLOSED,2023-02-06,10755935,(770) 573-9144 call/text PU ASAP,Cheapautotrans Inc,(770) 881-7185,info@cheapautotrans.com,97.2,Las Vegas - Paradise,Worcester,36.058827,-115.057395,42.333798,-71.853266,02_06_2023_07_19,02_06_2023_14_56
PICKUP,Henderson,NV,89074,Malvern,PA,19355,1900,COD/COP,2472,1,2022 rivian r1t,Runs,ENCLOSED,2023-02-06,11256135,Please call 561-200-3777 x 2 24/7 for dispatch,Relocation Gurus LLC,(305) 564-2983,support@relocationgurus.com,93.1,Las Vegas - Paradise,Philadelphia - Camden - Wilmington,36.031252,-115.073868,40.041973,-75.533698,02_06_2023_07_19,02_06_2023_09_13
SUV,henderson,NV,89014,franklin,TN,37064,1400,COD/COP,1780,1,2023 land rover range rover sport,Runs,ENCLOSED,2023-02-08,29376257,call/text mike 224-707-4081,Guardian Auto Transport LLC,(224) 707-4076,dispatch@guardianautotransport.com,100.0,Las Vegas - Paradise,Nashville-Davidson - Murfreesboro - Franklin,36.058827,-115.057395,35.883237,-86.961133,02_06_2023_07_19,02_06_2023_14_56
PICKUP,henderson,NV,89002,miami,FL,33132,2000,COD/COP,2521,1,2022 ford f-150 crew cab short bed,Runs,ENCLOSED,2023-02-03,1715707,"actual p/u in fort mohave,az 86426.",Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Las Vegas - Paradise,Miami - Fort Lauderdale - Pompano Beach,35.998478,-114.9589,25.781664,-80.170074,02_06_2023_07_19,02_06_2023_09_29
SUV,Henderson,NV,89014,Longmont,CO,80504,1000,COD/COP,789,1,2022 ford bronco,Runs,ENCLOSED,2023-02-06,11223415,**ASAP! Please call or text Jacob@ 954-655-4296**,Across America Auto Relocation LLC,954-655-4296,acrossamericaautorel@gmail.com,98.2,Las Vegas - Paradise,Greeley,36.058827,-115.057395,40.165272,-105.016554,02_06_2023_07_19,02_06_2023_14_56
CAR,fernley,NV,89408,dallas,TX,75214,1400,COD/COP,1603,1,1939 chevrolet coupe,Runs,ENCLOSED,2023-02-04,27931,call or text dakota 971 246 6601 for dispatch pmt: cod,Patriot Transport USA,(503) 914-9859,mkoberstein@patriottransportusa.com,100.0,Not specified,Dallas - Fort Worth - Arlington,39.62118,-119.165825,32.826449,-96.745324,02_06_2023_07_19,02_06_2023_08_57
PICKUP,Elko,NV,89801,Boulder,CO,80301,800,COD/COP,780,1,2012 gmc sierra 3500 extended cab,Runs,ENCLOSED,2023-02-06,10680434,Mike Ross|| 404-806-6951|| Ready to dispatch,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.9,Not specified,Boulder,41.177457,-115.892493,40.048024,-105.206798,02_06_2023_07_19,02_06_2023_14_56
SUV,elko,NV,89801,bismarck,ND,58501,1550,COD/COP,1124,1,2009 subaru tribeca,Runs,ENCLOSED,2023-02-04,29888,have contract full pmt 702-342-1058,American Auto Shipping,(702) 342-1058,dispatch@americanautoshipping.com,100.0,Not specified,Bismarck,41.177457,-115.892493,46.822464,-100.718953,02_06_2023_07_19,02_06_2023_14_56
CAR,Boulder City,NV,89005,Portland,OR,97229,1000,FIVE_BUSINESS_DAYS,1053,1,1969 chevrolet corvette,Runs,ENCLOSED,2023-02-07,2957,Not specified,Safe Way Auto Trans,(270) 388-4657,paul.mullen@safewayautotransport.com,99.7,Las Vegas - Paradise,Portland - Vancouver - Hillsboro,35.92822,-114.832658,45.554376,-122.811306,02_06_2023_07_19,02_06_2023_09_00
CAR,rio rancho,NM,87144,wiggins,CO,80654,550,COD/COP,514,1,1969 chevrolet camaro,Runs,ENCLOSED,2023-02-06,1718080,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Albuquerque,Not specified,35.309335,-106.676598,40.152884,-104.094698,02_06_2023_07_19,02_06_2023_12_37
CAR,rio rancho,NM,87144,littleton,CO,80120,550,COD/COP,432,1,1969 chevrolet camaro,Runs,ENCLOSED,2023-02-06,1718085,"actual del in wiggins,co 80654.",Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Albuquerque,Denver - Aurora,35.309335,-106.676598,39.597938,-105.014696,02_06_2023_07_19,02_06_2023_11_37
CAR,Las Cruces,NM,88005,Aiken,SC,29801,1000,COD/COP,1650,1,2018 mercedes-benz mercedes-amg gt coupe,Runs,ENCLOSED,2023-02-15,20gts,Payment will be made by Zelle or company check,A 1 Mobile Detail Service,(706) 834-6010,a1mds@comcast.net,96.1,Las Cruces,Augusta - Richmond County,32.283761,-107.002487,33.601929,-81.661132,02_06_2023_07_19,02_06_2023_14_56
CAR,Albuquerque,NM,87101,Norman,OK,73019,1,FIVE_BUSINESS_DAYS,565,1,2000 volkswagen beetle,Runs,ENCLOSED,2023-02-08,0004,Not specified,A-Z Affordable Transport,661-347-4043,info@azafford.com,95.2,Albuquerque,Oklahoma City,35.0846,-106.6516,35.2227,-97.4395,02_06_2023_07_19,02_06_2023_14_56
CAR,albuquerque,NM,87120,manorville,NY,11949,1800,COD/COP,2094,1,2003 subaru impreza,Runs,ENCLOSED,2023-02-06,1710061,Not specified,Montway LLC- Relocation,(224) 300-5401,vip@montway.com,100.0,Albuquerque,New York - Northern New Jersey - Long Island,35.123559,-106.761221,40.865988,-72.781384,02_06_2023_07_19,02_06_2023_09_48
CAR,albuquerque,NM,87120,edison,NJ,08837,1650,COD/COP,1993,1,2003 subaru impreza,Runs,ENCLOSED,2023-02-06,1716199,Not specified,Montway LLC- Relocation,(224) 300-5401,vip@montway.com,100.0,Albuquerque,New York - Northern New Jersey - Long Island,35.123559,-106.761221,40.518491,-74.349682,02_06_2023_07_19,02_06_2023_10_59
CAR,albuquerque,NM,87120,bronx,NY,10451,1800,COD/COP,2041,1,2003 subaru impreza,Runs,ENCLOSED,2023-02-06,1713400,"actual del in manorville,ny 11949.",Montway LLC- Relocation,(224) 300-5401,vip@montway.com,100.0,Albuquerque,New York - Northern New Jersey - Long Island,35.123559,-106.761221,40.818953,-73.920406,02_06_2023_07_19,02_06_2023_08_48
CAR,Albuquerque,NM,87109,Manchester,NH,03109,2400,COD/COP,2262,1,1991 alfa romeo spyder,Runs,ENCLOSED,2023-02-11,11134452,must deliver after 2/19,AmeriFreight,(770) 574-4436,dispatchfax@amerifreight.net,99.9,Albuquerque,Manchester - Nashua,35.151192,-106.570022,42.969391,-71.404463,02_06_2023_07_19,02_06_2023_09_22
CAR,Williamstown,NJ,8094,Tulsa,OK,74120,1050,COD/COP,1310,1,1972 dodge dart,Runs,ENCLOSED,2023-02-06,UP20519 -A,Actual DEL-AR - Prairie Grove 72753 ,Tempus Logix,(818) 942-7020,dispatchtempuslogix@gmail.com,100.0,Philadelphia - Camden - Wilmington,Tulsa,39.639721,-74.973074,36.148922,-95.980284,02_06_2023_07_19,02_06_2023_10_14
SUV,hightstown,NJ,8520,austin,TX,73301,1600,COD/COP,1721,1,2020 tesla model x -enclosed,Runs,ENCLOSED,2023-02-10,242557 vip,to book email cole@acmecarshipping.com,Acme Auto Shipping,(469) 464-5725 x2,kevin@acmecarshipping.com,100.0,Trenton - Ewing,Austin - Round Rock - San Marcos,40.249122,-74.5151,30.219702,-97.74726,02_06_2023_07_19,02_06_2023_14_56
CAR,Massapequa Park,NY,11762,South Jordan,UT,84095,2500,COD/COP,2226,1,2018 lamborghini huracan,Runs,ENCLOSED,2023-02-02,A08861,Carrier must have $1m cargo insurance,Salt Lake City Motorcars,(385) 346-1575,tom@slcmotorcars.com,100.0,New York - Northern New Jersey - Long Island,Salt Lake City,40.679079,-73.447926,40.55938,-111.982416,02_06_2023_07_19,02_06_2023_14_56
SUV,New Rochelle,NY,10801,Aspen,CO,81611,2600,COD/COP,1947,1,2023 audi q8,Runs,ENCLOSED,2023-02-06,301157460,text 516-903-7424,Number 1 Auto Transport Group Inc.,(516) 544-4044,dispatch@number1autotransport.com,100.0,New York - Northern New Jersey - Long Island,Not specified,40.91574,-73.782885,39.138938,-106.779889,02_06_2023_07_19,02_06_2023_08_32
SUV,Youngstown,OH,44515,Fishers,IN,46037,550,TEN_BUSINESS_DAYS,333,1,2023 mercedes-benz gls,Runs,ENCLOSED,2023-01-31,11222881,Not specified,"ShipYourCarNow, LLC",(917) 933-5723,cdfdtest@shipyourcarnow.com,99.7,Youngstown - Warren - Boardman,Indianapolis - Carmel,41.100859,-80.760578,39.959407,-85.945746,02_06_2023_07_19,02_06_2023_14_56
CAR,troy,OH,45373,princeton,WV,24739,475,COD/COP,307,1,2023 chevrolet corvette,Runs,ENCLOSED,2023-02-09,1717046,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Dayton - Kettering,Not specified,40.032571,-84.182514,37.332554,-80.970238,02_06_2023_07_19,02_06_2023_13_03
CAR,troy,OH,45373,glen allen,VA,23058,475,COD/COP,521,1,2023 chevrolet corvette,Runs,ENCLOSED,2023-02-09,1717078,"actual del in princeton,wv 24739.",Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Dayton - Kettering,Richmond,40.032571,-84.182514,37.6656,-77.5069,02_06_2023_07_19,02_06_2023_12_04
CAR,toledo,OH,43606,las vegas,NV,89108,850,COD/COP,1977,1,2021 mercedes-benz s 65 amg,Runs,ENCLOSED,2023-01-28,30456805-ug,no comment,United Global Assets Inc,(786) 785-7009,mywaydhighway91@live.com,99.2,Toledo,Las Vegas - Paradise,41.674272,-83.60292,36.21435,-115.213179,02_06_2023_07_19,02_06_2023_14_56
CAR,Springfield,OH,45503,Linden,NJ,07036,600,COD/COP,573,1,1960 chevrolet corvette,Runs,ENCLOSED,2023-02-08,Olivier 60 Corvette OH to NJ,Dispatch 7868736831,Touchless Concepts LLC,(786) 873-6831,crossroads_transport_1@yahoo.com,100.0,Springfield,New York - Northern New Jersey - Long Island,39.966614,-83.775268,40.624754,-74.249144,02_06_2023_07_19,02_06_2023_09_00
CAR,Sandusky,OH,44870,Irvine,CA,92618,1550,COD/COP,2287,1,2008 porsche 911,Runs,ENCLOSED,2023-02-08,11142161,TEXT/call ur company name/date to 410-787-6944,"Mercury Auto Transport, Inc.1",(954) 239-2597,matt@mercuryautotransport.com,99.9,Sandusky,Los Angeles - Long Beach - Anaheim,41.413066,-82.735002,33.685157,-117.734614,02_06_2023_07_19,02_06_2023_08_26
CAR,Salem,OH,44460,Ocean Shores,WA,98569,2400,COD/COP,2583,1,1951 chevrolet styleline,Runs,ENCLOSED,2023-02-03,29404861,http:iTruckify.com/9no8x,Easy Auto Ship LLC,(330) 208-2431,dispatch@easyautoship.net,100.0,Not specified,Not specified,40.907432,-80.861575,47.012036,-124.143205,02_06_2023_07_19,02_06_2023_07_54
CAR,ravenna,OH,44266,sagle,ID,83860,1850,COD/COP,2176,1,1931 ford model a,Runs,ENCLOSED,2023-02-06,on-15026 for more info please text 209-431-0978,Not specified,National Transport Services,(209) 431-0978,dispatch@shipnts.com,100.0,Akron,Not specified,41.168285,-81.175345,48.183472,-116.546472,02_06_2023_07_19,02_06_2023_09_22
CAR,powell,OH,43065,naples,FL,34113,1150,COD/COP,1222,1,2001 jaguar xk8,Runs,ENCLOSED,2023-02-16,1058151,add dot before com to get it 24/7 http:w.carshypcom/crp/v7h5,Ship A Car Direct,(818) 284-6643,dispatch@honestyfirstautotransport.com,99.7,Columbus,Naples - Marco Island,40.17696,-83.094612,26.037363,-81.741456,02_06_2023_07_19,02_06_2023_10_32
CAR,Orient,OH,43146,Timber Lake,SD,57656,1700,COD/COP,1234,1,2018 dodge challenger,Runs,ENCLOSED,2023-02-02,Jesse Dodge Demon,Call  or text Mike 561-409-9011 for dispatch anytime ,Marescas Auto Transport,(561) 409-9011,mmaresca22@yahoo.com,99.5,Columbus,Not specified,39.767894,-83.160088,45.325374,-100.966762,02_06_2023_07_19,02_06_2023_08_54
CAR,eufaula,OK,74432,henderson,TN,38340,750,COD/COP,455,1,2023 chevy corvette,Runs,ENCLOSED,2023-02-06,255736-70499,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Not specified,Jackson,35.280097,-95.63471,35.406104,-88.66407,02_06_2023_07_19,02_06_2023_08_54
SUV,Northfield,OH,44067,Beverly Hills,CA,90210,1700,COD/COP,2371,1,2023 chevrolet suburban,Runs,ENCLOSED,2023-02-06,11220953,Text 385-645-4112,"Mercury Auto Transport, Inc.1",(954) 239-2597,matt@mercuryautotransport.com,99.9,Akron,Los Angeles - Long Beach - Anaheim,41.312534,-81.543827,34.103131,-118.416253,02_06_2023_07_19,02_06_2023_09_25
CAR,north olmsted,OH,44070,georgetown,TX,78626,1400,COD/COP,1348,1,2023 toyota gr supra,Runs,ENCLOSED,2023-02-06,1717573,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Cleveland - Elyria - Mentor,Austin - Round Rock - San Marcos,41.416152,-81.922022,30.661806,-97.581358,02_06_2023_07_19,02_06_2023_08_19
CAR,Milford,OH,45150,Sleepy Eye,MN,56085,1100,COD/COP,791,1,1978 chevrolet camaro,Runs,ENCLOSED,2023-02-06,Oh/Mn,Not specified,MMSmith Transport,(507) 327-4004,mmsmithtransport@gmail.com,100.0,Cincinnati - Middletown,Not specified,39.162818,-84.231321,44.277642,-94.742929,02_06_2023_07_19,02_06_2023_14_56
CAR,Milford,OH,45150,Nevada,IA,50201,800,COD/COP,609,1,1977 chevrolet camaro,Runs,ENCLOSED,2023-02-03,1977camaro,Not specified,Cincy Classic Cars LLC,513-256-5543,dan@cincyclassiccars.com,100.0,Cincinnati - Middletown,Ames,39.162818,-84.231321,42.021894,-93.44241,02_06_2023_07_19,02_06_2023_12_13
CAR,massillon,OH,44646,los angeles,CA,90001,1100,COD/COP,2380,1,2002 ford thunderbird,Runs,ENCLOSED,2023-02-04,30534711-sf,no comment,SAFE AUTO TRUCKING LLC,(610) 871-7777,safeautotruckingcd@gmail.com,100.0,Canton - Massillon,Los Angeles - Long Beach - Anaheim,40.81827,-81.492994,33.973593,-118.247897,02_06_2023_07_19,02_06_2023_08_32
CAR,marion,OH,43302,kingwood,TX,77339,1125,COD/COP,1188,1,1996 chevrolet caprice,Runs,ENCLOSED,2023-02-07,253211-69610,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Not specified,Houston - Sugar Land - Baytown,40.583872,-83.152798,30.052979,-95.22268,02_06_2023_07_19,02_06_2023_08_42
CAR,Lima,OH,45807,Plainfield,IN,46168,300,COD/COP,199,1,1947 ford coupe,Runs,ENCLOSED,2023-02-03,OH to IN,Not specified,GR Auto GAllery LLC,(616) 706-9453,bol@grautogallery.com,99.7,Lima,Indianapolis - Carmel,40.795537,-84.133109,39.68242,-86.41052,02_06_2023_07_19,02_06_2023_13_28
CAR,lebanon,OH,45036,covert,MI,49043,450,COD/COP,318,1,2022 ford mustang,Runs,ENCLOSED,2023-02-04,1714941,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Cincinnati - Middletown,Not specified,39.4537,-84.211576,42.287966,-86.268466,02_06_2023_07_19,02_06_2023_10_49
CAR,lebanon,OH,45036,grand rapids,MI,49501,450,COD/COP,328,1,2022 ford mustang,Runs,ENCLOSED,2023-02-04,1714971,"actual del in covert,mi 49043.",Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Cincinnati - Middletown,Grand Rapids - Wyoming,39.4537,-84.211576,42.9634,-85.6681,02_06_2023_07_19,02_06_2023_10_29
CAR,kirtland,OH,44094,gaither,MD,21784,500,COD/COP,361,1,1966 lincoln continental sedan,Runs,ENCLOSED,2023-02-06,02-184091,call/text dispatch 954-865-1214,Door to Door Transport,(954) 639-9410,info@doortodoortransport.com,99.8,Cleveland - Elyria - Mentor,Baltimore - Towson,41.638178,-81.37721,39.392359,-76.96728,02_06_2023_07_19,02_06_2023_12_37
SUV,Hamilton,OH,45013,Irvine,CA,92612,1700,COD/COP,2174,1,2021 aston martin dbx,Runs,ENCLOSED,2023-02-06,Not specified,Not specified,Auto Family Car Sales,(513) 291-6561,sales@autofamilycarsales.com,97.2,Cincinnati - Middletown,Los Angeles - Long Beach - Anaheim,39.419776,-84.649132,33.661515,-117.821661,02_06_2023_07_19,02_06_2023_08_29
SUV,North Olmsted,OH,44070,West Chicago,IL,60185,700,COD/COP,366,1,2023 rolls-royce cullinan,Runs,ENCLOSED,2023-02-03,C 20008,CALL GREG 847-508-1598 LIFTGATE ONLY,Chicago Motor Cars,(630) 221-1800,parin@chicagomotorcars.com,98.8,Cleveland - Elyria - Mentor,Chicago - Naperville - Joliet,41.416152,-81.922022,41.89612,-88.212409,02_06_2023_07_19,02_06_2023_12_04
